pc_datetime,elapsed_ms,record_type,ibi_bpm,ibi_quality,ibi_relation,corr_bpm,corr_quality,corr_strength,corr_relation,spectral_bpm,spectral_raw_bpm,spectral_quality,spectral_dominance,second_harmonic_ratio,spectral_relation,fused_bpm,fusion_confidence,methods_agree,fusion_valid,harmonic_suspect,harmonic_resolved,fusion_score,hybrid_samples,analysis_cpu_us,analysis_max_cpu_us,slice_us,slice_max_us,cycle_elapsed_ms,sample_gap_max_ms,serial_line
2026-08-25T00:53:20.113,65799,HYBRID,81,83,1x,81,100,81.0,1x,82,81,77,11.3,0.69,1x,81,96,3,1,0,0,256.7,200,72094,72282,679,2456,360,11,[HYBRID] IBI=81 Q=83 REL=1x | CORR=81 Q=100 R=0.93 REL=1x | SPEC=82 RAW=81 Q=77 DOM=11.3 H2=0.69 REL=1x | FUSED=81 Q=96 METHODS=3 VALID=YES HARMONIC=NO RESOLVED=NO SCORE=256.7 SAMPLES=200 CPU=72094us MAXCPU=72282us SLICE=679us MAXSLICE=2456us CYCLE=360ms GAPMAX=11ms
2026-08-25T00:53:20.122,65807,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[SIGNAL] state=TRACKING contact=YES motion=NO raw=2248 dc=2267.6 ac=-16.9 ppg=-16.0 env=31.5 noise=3.5 snr=7.93 bpmIBI=81 fused=81 valid=YES
2026-08-25T00:53:20.550,66236,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[PULSE] #90 state=TRACKING bpmIBI=81 ibi=730 accepted=YES peak=73.6 prom=119.0
2026-08-25T00:53:20.621,66307,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[SIGNAL] state=TRACKING contact=YES motion=NO raw=2220 dc=2267.1 ac=-15.8 ppg=+9.8 env=36.7 noise=6.9 snr=4.94 bpmIBI=82 fused=82 valid=YES
2026-08-25T00:53:21.115,66801,HYBRID,82,88,1x,81,100,81.0,1x,82,81,79,11.5,0.67,1x,82,98,3,1,0,0,262.7,200,72170,72282,681,2456,361,11,[HYBRID] IBI=82 Q=88 REL=1x | CORR=81 Q=100 R=0.93 REL=1x | SPEC=82 RAW=81 Q=79 DOM=11.5 H2=0.67 REL=1x | FUSED=82 Q=98 METHODS=3 VALID=YES HARMONIC=NO RESOLVED=NO SCORE=262.7 SAMPLES=200 CPU=72170us MAXCPU=72282us SLICE=681us MAXSLICE=2456us CYCLE=361ms GAPMAX=11ms
2026-08-25T00:53:21.122,66808,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[SIGNAL] state=TRACKING contact=YES motion=NO raw=2332 dc=2259.5 ac=+33.1 ppg=+25.2 env=30.9 noise=4.3 snr=6.49 bpmIBI=82 fused=82 valid=YES
2026-08-25T00:53:21.251,66937,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[PULSE] #91 state=TRACKING bpmIBI=82 ibi=691 accepted=YES peak=111.7 prom=175.9
2026-08-25T00:53:21.622,67308,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[SIGNAL] state=TRACKING contact=YES motion=NO raw=2265 dc=2265.1 ac=+7.0 ppg=+1.8 env=27.9 noise=3.6 snr=6.73 bpmIBI=82 fused=82 valid=YES
2026-08-25T00:53:21.953,67639,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[PULSE] #92 state=TRACKING bpmIBI=82 ibi=710 accepted=YES peak=121.9 prom=161.8
2026-08-25T00:53:22.114,67800,HYBRID,82,81,1x,82,100,82.0,1x,82,81,80,11.6,0.65,1x,82,97,3,1,0,0,261.0,200,72102,72282,683,2456,360,11,[HYBRID] IBI=82 Q=81 REL=1x | CORR=82 Q=100 R=0.93 REL=1x | SPEC=82 RAW=81 Q=80 DOM=11.6 H2=0.65 REL=1x | FUSED=82 Q=97 METHODS=3 VALID=YES HARMONIC=NO RESOLVED=NO SCORE=261.0 SAMPLES=200 CPU=72102us MAXCPU=72282us SLICE=683us MAXSLICE=2456us CYCLE=360ms GAPMAX=11ms
2026-08-25T00:53:22.122,67808,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[SIGNAL] state=TRACKING contact=YES motion=NO raw=2231 dc=2271.0 ac=-50.0 ppg=-63.9 env=46.4 noise=7.3 snr=5.96 bpmIBI=82 fused=82 valid=YES
2026-08-25T00:53:22.622,68308,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[SIGNAL] state=TRACKING contact=YES motion=NO raw=2416 dc=2276.3 ac=+115.3 ppg=+62.8 env=33.2 noise=6.5 snr=4.72 bpmIBI=82 fused=82 valid=YES
2026-08-25T00:53:22.691,68377,RAW_LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,[PULSE] #93 state=TRACKING bpmIBI=82 ibi=720 accepted=YES peak=119.6 prom=174.7
