ts_ms,red,ir,red_f,ir_f,thr,quality,pi,corr,gain,gain_dev,optical_ok,state,quiet_ok,motion,candidate,beat,ibi_ms,polarity,temporal_conf,morph_conf,min_temporal,min_morph,reject,recovered_n,hr,hr_valid,hr_provisional,hr_held,hr_provisional_bpm,ref_ibi_ms,red_range_pct,ir_range_pct,R,SpO2,usable,stableN,adc,redPA,irPA,adj
96569,55164,72463,-208.46,-279.97,309.06,90.8,0.0407,0.957,0.616,0.021,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.138,0.195,0.6075,94.9,1,4782,0,15,15,0
96589,55145,72473,-178.52,-230.46,309.06,90.6,0.0405,0.957,0.616,0.021,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.132,0.195,0.6077,94.9,1,4783,0,15,15,0
96609,55141,72441,-152.92,-181.10,309.06,90.4,0.0403,0.956,0.616,0.020,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.132,0.195,0.6083,94.9,1,4784,0,15,15,0
96629,55152,72451,-132.78,-156.85,309.06,90.1,0.0400,0.955,0.616,0.019,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.125,0.195,0.6096,94.9,1,4785,0,15,15,0
96649,55155,72461,-104.86,-147.29,309.06,89.8,0.0397,0.955,0.614,0.018,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.125,0.195,0.6111,94.8,1,4786,0,15,15,0
96669,55141,72471,-78.26,-131.88,309.06,89.6,0.0394,0.954,0.612,0.017,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.125,0.195,0.6121,94.8,1,4787,0,15,15,0
96689,55135,72483,-77.21,-103.28,309.06,89.4,0.0392,0.954,0.609,0.016,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.125,0.195,0.6133,94.8,1,4788,0,15,15,0
96709,55141,72470,-87.23,-74.93,309.06,89.2,0.0390,0.953,0.606,0.015,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.125,0.195,0.6147,94.8,1,4789,0,15,15,0
96729,55164,72488,-100.71,-35.50,309.06,89.0,0.0387,0.953,0.603,0.014,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.125,0.202,0.6161,94.7,1,4790,0,15,15,0
96749,55158,72503,-82.20,7.65,309.06,88.8,0.0385,0.953,0.601,0.013,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.123,0.166,0.6180,94.7,1,4791,0,15,15,0
96769,55157,72515,-53.92,64.72,309.06,88.7,0.0384,0.953,0.599,0.013,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.123,0.166,0.6197,94.6,1,4792,0,15,15,0
96789,55193,72511,-26.61,127.28,309.06,88.6,0.0383,0.953,0.596,0.012,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.147,0.166,0.6206,94.6,1,4793,0,15,15,0
96809,55160,72563,-1.05,184.76,309.06,88.6,0.0382,0.953,0.594,0.012,1,3,1,0,0,0,0,1,81.9,95.7,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.147,0.232,0.6206,94.6,1,4794,0,15,15,0
96829,55166,72529,29.91,247.23,309.06,88.6,0.0383,0.954,0.591,0.012,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.136,0.232,0.6200,94.6,1,4795,0,15,15,0
96849,55177,72526,56.90,297.50,309.06,88.7,0.0383,0.954,0.589,0.013,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.136,0.232,0.6188,94.6,1,4796,0,15,15,0
96869,55163,72513,76.40,325.63,309.06,88.8,0.0384,0.955,0.587,0.013,1,3,1,0,0,0,0,1,81.9,95.8,65.0,45.0,0,1,83.3,1,0,0,0.0,720,0.136,0.232,0.6173,94.6,1,4797,0,15,15,0
96889,55198,72505,108.40,316.38,309.06,88.8,0.0385,0.955,0.586,0.013,1,3,1,0,1,1,740,1,83.7,95.8,65.0,45.0,0,2,82.9,1,0,0,0.0,740,0.145,0.232,0.6162,94.6,1,4798,0,15,15,0
96909,55159,72501,112.25,276.25,309.06,88.9,0.0386,0.955,0.586,0.013,1,3,1,0,0,0,0,1,83.7,95.8,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6156,94.6,1,4799,0,15,15,0
96929,55156,72464,94.21,218.52,309.06,88.9,0.0386,0.955,0.586,0.014,1,3,1,0,0,0,0,1,83.7,95.8,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6153,94.6,1,4800,0,15,15,0
96949,55170,72480,67.71,127.67,309.06,88.9,0.0386,0.955,0.586,0.014,1,3,1,0,0,0,0,1,83.7,95.8,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6157,94.6,1,4801,0,15,15,0
96969,55160,72480,41.57,32.95,309.06,88.9,0.0386,0.955,0.586,0.014,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6164,94.6,1,4802,0,15,15,0
96989,55154,72474,17.72,-52.22,309.06,88.9,0.0386,0.954,0.586,0.014,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6173,94.6,1,4803,0,15,15,0
97009,55140,72474,-14.34,-131.48,309.06,88.8,0.0386,0.952,0.584,0.014,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6182,94.6,1,4804,0,15,15,0
97029,55146,72478,-61.06,-197.89,309.06,88.8,0.0386,0.951,0.583,0.014,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6190,94.6,1,4805,0,15,15,0
97049,55144,72478,-111.23,-244.18,309.06,88.8,0.0387,0.950,0.581,0.014,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6196,94.6,1,4806,0,15,15,0
97069,55152,72462,-151.81,-275.57,309.06,88.9,0.0388,0.950,0.580,0.015,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6202,94.5,1,4807,0,15,15,0
97089,55145,72467,-184.10,-311.64,309.06,89.0,0.0389,0.950,0.578,0.015,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6206,94.5,1,4808,0,15,15,0
97109,55167,72488,-194.63,-343.65,309.06,89.1,0.0390,0.950,0.576,0.015,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6208,94.5,1,4809,0,15,15,0
97129,55149,72514,-199.64,-338.52,309.06,89.2,0.0391,0.950,0.574,0.016,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6213,94.5,1,4810,0,15,15,0
97149,55149,72468,-200.88,-318.11,309.06,89.2,0.0392,0.951,0.572,0.016,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6226,94.5,1,4811,0,15,15,0
97169,55158,72469,-199.60,-320.67,309.06,89.3,0.0392,0.951,0.569,0.017,1,3,1,0,0,0,0,1,83.7,95.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6243,94.5,1,4812,0,15,15,0
97189,55154,72473,-187.33,-331.30,309.06,89.3,0.0392,0.952,0.565,0.017,1,3,1,0,0,0,0,1,83.7,95.6,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6255,94.5,1,4813,0,15,15,0
97209,55143,72481,-171.69,-336.90,309.06,89.3,0.0391,0.953,0.560,0.018,1,3,1,0,0,0,0,1,83.7,95.6,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.145,0.232,0.6254,94.4,1,4814,0,15,15,0
97229,55117,72469,-176.88,-338.48,309.06,89.3,0.0390,0.955,0.553,0.019,1,3,1,0,0,0,0,1,83.7,95.5,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.232,0.6243,94.4,1,4815,0,15,15,0
97249,55141,72474,-192.79,-335.55,309.06,89.2,0.0388,0.957,0.546,0.021,1,3,1,0,0,0,0,1,83.7,95.3,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.232,0.6227,94.4,1,4816,0,15,15,0
97269,55149,72475,-209.79,-329.97,309.06,88.9,0.0385,0.958,0.538,0.023,1,3,1,0,0,0,0,1,83.7,95.1,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.232,0.6214,94.4,1,4817,0,15,15,0
97289,55148,72489,-210.58,-321.48,309.06,88.4,0.0379,0.958,0.530,0.025,1,3,1,0,0,0,0,1,83.7,94.8,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.204,0.6205,94.4,1,4818,0,15,15,0
97309,55150,72482,-201.67,-301.93,309.06,87.7,0.0370,0.956,0.522,0.028,1,3,1,0,0,0,0,1,83.7,94.4,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.204,0.6197,94.5,1,4819,0,15,15,0
97329,55165,72496,-187.22,-269.81,309.06,86.5,0.0358,0.953,0.516,0.031,1,3,1,0,0,0,0,1,83.7,93.9,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.204,0.6191,94.5,1,4820,0,15,15,0
97349,55148,72527,-171.70,-226.64,309.06,85.1,0.0342,0.949,0.512,0.033,1,3,1,0,0,0,0,1,83.7,93.2,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.204,0.6186,94.5,1,4821,0,15,15,0
97369,55156,72497,-146.06,-183.61,309.06,83.3,0.0324,0.943,0.512,0.036,1,3,1,0,0,0,0,1,83.7,92.2,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.204,0.6180,94.5,1,4822,0,15,15,0
97389,55167,72516,-119.52,-120.10,299.50,81.4,0.0303,0.937,0.517,0.037,1,3,1,0,0,0,0,1,83.7,91.1,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.197,0.6175,94.5,1,4823,0,15,15,0
97409,55168,72524,-75.73,-58.34,274.62,79.4,0.0282,0.931,0.526,0.038,1,3,1,0,0,0,0,1,83.7,90.0,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.183,0.6170,94.5,1,4824,0,15,15,0
97429,55198,72516,-29.66,-7.70,235.08,77.8,0.0264,0.927,0.537,0.038,1,3,1,0,0,0,0,1,83.7,89.3,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.183,0.6167,94.5,1,4825,0,15,15,0
97449,55155,72538,9.96,40.51,193.08,76.7,0.0252,0.923,0.546,0.037,1,3,1,0,0,0,0,1,83.7,88.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.183,0.6166,94.5,1,4826,0,15,15,0
97469,55156,72511,17.80,67.03,167.56,76.1,0.0246,0.921,0.549,0.036,1,3,1,0,0,0,0,1,83.7,88.5,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.183,0.6166,94.6,1,4827,0,15,15,0
97489,55164,72523,10.57,88.23,167.56,75.9,0.0244,0.920,0.551,0.034,1,3,1,0,0,0,0,1,83.7,88.5,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.183,0.6166,94.6,1,4828,0,15,15,0
97509,55173,72557,12.29,101.45,167.56,76.0,0.0245,0.921,0.552,0.033,1,3,1,0,0,0,0,1,83.7,88.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.168,0.6167,94.6,1,4829,0,15,15,0
97529,55166,72524,20.19,108.05,167.56,76.2,0.0246,0.923,0.553,0.031,1,3,1,0,0,0,0,1,83.7,89.0,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.168,0.6168,94.6,1,4830,0,15,15,0
97549,55152,72567,28.40,154.82,167.56,76.4,0.0248,0.927,0.550,0.030,1,3,1,0,0,0,0,1,83.7,89.4,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.174,0.6168,94.6,1,4831,0,15,15,0
97569,55162,72553,26.97,201.87,167.56,76.6,0.0249,0.931,0.542,0.029,1,3,1,0,0,0,0,1,83.7,89.8,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.174,0.6166,94.6,1,4832,0,15,15,0
97589,55196,72558,20.75,245.21,167.56,76.8,0.0249,0.934,0.530,0.029,1,3,1,0,0,0,0,1,83.7,90.1,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.174,0.6159,94.6,1,4833,0,15,15,0
97609,55196,72563,75.79,276.21,167.56,77.0,0.0250,0.939,0.519,0.030,1,3,1,0,0,0,0,1,83.7,90.4,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.160,0.6151,94.6,1,4834,0,15,15,0
97629,55185,72552,145.92,292.87,167.56,77.2,0.0250,0.943,0.512,0.031,1,3,1,0,0,0,0,1,83.7,90.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.147,0.146,0.6149,94.6,1,4835,0,15,15,0
97649,55226,72560,209.41,299.12,167.56,77.3,0.0250,0.945,0.509,0.032,1,3,1,0,0,0,0,1,83.7,90.7,65.0,45.0,0,1,82.9,1,0,0,0.0,740,0.198,0.145,0.6155,94.6,1,4836,0,15,15,0
97669,55220,72613,302.43,295.19,167.56,77.1,0.0250,0.941,0.513,0.033,1,3,1,0,1,1,780,1,81.3,90.3,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.198,0.208,0.6185,94.6,1,4837,0,15,15,0
97689,55203,72596,389.64,333.66,169.16,76.7,0.0251,0.929,0.525,0.033,1,3,1,0,0,0,0,1,81.3,89.4,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.198,0.208,0.6235,94.6,1,4838,0,15,15,0
97709,55223,72593,456.60,378.14,178.06,76.4,0.0252,0.916,0.544,0.032,1,3,1,0,0,0,0,1,81.3,88.5,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.198,0.208,0.6302,94.5,1,4839,0,15,15,0
97729,55163,72512,468.10,408.19,184.07,76.4,0.0255,0.909,0.565,0.031,1,3,1,0,0,0,0,1,81.3,88.1,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.198,0.208,0.6366,94.4,1,4840,0,15,15,0
97749,55161,72466,375.11,306.83,184.07,76.3,0.0255,0.904,0.579,0.030,1,3,1,0,0,0,0,1,81.3,87.8,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.198,0.208,0.6399,94.3,1,4841,0,15,15,0
97769,55083,72429,244.89,96.67,184.07,75.9,0.0254,0.897,0.584,0.029,1,3,1,0,0,0,0,1,81.3,87.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.259,0.254,0.6402,94.3,1,4842,0,15,15,0
97789,55068,72321,-29.89,-182.07,184.07,75.6,0.0252,0.893,0.582,0.029,1,3,1,0,0,0,0,1,81.3,87.0,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.286,0.403,0.6368,94.2,1,4843,0,15,15,0
97809,55041,72278,-351.29,-600.59,201.76,76.1,0.0257,0.896,0.580,0.029,1,3,1,0,0,0,0,1,81.3,87.3,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.335,0.462,0.6328,94.2,1,4844,0,15,15,0
97829,55018,72230,-691.66,-1070.68,295.77,78.1,0.0275,0.909,0.586,0.029,1,3,1,0,0,0,0,1,81.3,88.8,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.377,0.528,0.6313,94.2,1,4845,0,15,15,0
97849,55016,72240,-1026.00,-1536.90,389.02,81.8,0.0312,0.929,0.600,0.029,1,3,1,0,0,0,0,1,81.3,91.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.381,0.528,0.6348,94.2,1,4846,0,15,15,0
97869,55002,72259,-1302.52,-1918.61,465.36,86.6,0.0361,0.948,0.618,0.031,1,3,1,0,0,0,0,1,81.3,93.8,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.528,0.6430,94.1,1,4847,0,15,15,0
97889,55009,72263,-1515.14,-2164.65,514.57,91.6,0.0416,0.962,0.636,0.033,1,3,1,0,0,0,0,1,81.3,95.3,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.528,0.6562,94.0,1,4848,0,15,15,0
97909,55030,72286,-1655.56,-2292.93,540.22,96.3,0.0468,0.971,0.654,0.037,1,3,1,0,0,0,0,1,81.3,96.4,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.528,0.6720,93.9,1,4849,0,15,15,0
97929,55046,72279,-1690.40,-2309.68,543.57,99.2,0.0515,0.976,0.668,0.041,1,3,1,0,0,0,0,1,81.3,97.0,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.528,0.6868,93.7,1,4850,0,15,15,0
97949,55049,72305,-1630.55,-2246.25,543.57,99.3,0.0555,0.980,0.676,0.046,1,3,1,0,0,0,0,1,81.3,96.7,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6978,93.4,1,4851,0,15,15,0
97969,55073,72303,-1519.10,-2113.45,543.57,99.4,0.0586,0.982,0.681,0.050,1,3,1,0,0,0,0,1,81.3,96.5,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7054,93.2,1,4852,0,15,15,0
97989,55067,72362,-1354.17,-1948.25,543.57,99.4,0.0610,0.984,0.682,0.054,1,3,1,0,0,0,0,1,81.3,96.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7087,93.0,1,4853,0,15,15,0
98009,55068,72340,-1176.05,-1725.05,543.57,99.5,0.0627,0.985,0.683,0.058,1,3,1,0,0,0,0,1,81.3,96.0,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7095,92.9,1,4854,0,15,15,0
98029,55064,72344,-1008.38,-1487.95,543.57,99.5,0.0637,0.986,0.683,0.061,1,3,1,0,0,0,0,1,81.3,95.8,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7092,92.8,1,4855,0,15,15,0
98049,55077,72359,-856.95,-1264.72,543.57,99.5,0.0643,0.986,0.683,0.063,1,3,1,0,0,0,0,1,81.3,95.6,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7086,92.7,1,4856,0,15,15,0
98069,55090,72392,-708.17,-1045.32,543.57,99.5,0.0646,0.986,0.684,0.065,1,3,1,0,0,0,0,1,81.3,95.5,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7079,92.6,1,4857,0,15,15,0
98089,55062,72390,-574.22,-804.40,543.57,99.5,0.0646,0.987,0.685,0.067,1,3,1,0,0,0,0,1,81.3,95.4,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7075,92.5,1,4858,0,15,15,0
98109,55088,72354,-438.59,-581.05,543.57,99.5,0.0644,0.987,0.687,0.068,1,3,1,0,0,0,0,1,81.3,95.3,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7068,92.5,1,4859,0,15,15,0
98129,55120,72420,-316.56,-390.67,543.57,99.5,0.0642,0.987,0.688,0.069,1,3,1,0,0,0,0,1,81.3,95.3,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7057,92.5,1,4860,0,15,15,0
98149,55112,72440,-168.78,-193.86,543.57,99.5,0.0639,0.987,0.689,0.070,1,3,1,0,0,0,0,1,81.3,95.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7043,92.5,1,4861,0,15,15,0
98169,55119,72449,-16.18,8.31,543.57,99.6,0.0638,0.987,0.690,0.071,1,3,1,0,0,0,0,1,81.3,95.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7029,92.4,1,4862,0,15,15,0
98189,55126,72462,117.45,197.05,543.57,99.6,0.0637,0.988,0.692,0.071,1,3,1,0,0,0,0,1,81.3,95.1,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7015,92.5,1,4863,0,15,15,0
98209,55122,72497,229.53,370.48,543.57,99.6,0.0640,0.988,0.692,0.071,1,3,1,0,0,0,0,1,81.3,95.1,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.7002,92.5,1,4864,0,15,15,0
98229,55142,72486,322.95,543.94,570.72,99.6,0.0644,0.988,0.691,0.071,1,3,1,0,0,0,0,1,81.3,95.1,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6987,92.5,1,4865,0,15,15,0
98249,55139,72502,417.46,703.43,602.62,99.6,0.0652,0.988,0.689,0.071,1,3,1,0,0,0,0,1,81.3,95.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6973,92.5,1,4866,0,15,15,0
98269,55138,72497,495.70,828.05,627.55,99.6,0.0661,0.988,0.687,0.070,1,3,1,0,0,0,0,1,81.3,95.2,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6961,92.5,1,4867,0,15,15,0
98289,55181,72505,552.20,920.25,645.99,99.6,0.0673,0.989,0.685,0.069,1,3,1,0,0,0,0,1,81.3,95.3,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6948,92.5,1,4868,0,15,15,0
98309,55140,72534,589.18,981.95,658.33,99.6,0.0684,0.989,0.683,0.068,1,3,1,0,0,0,0,1,81.3,95.4,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6935,92.6,1,4869,0,15,15,0
98329,55149,72507,624.90,1016.31,665.20,99.6,0.0696,0.989,0.682,0.066,1,3,1,0,0,0,0,1,81.3,95.5,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6922,92.6,1,4870,0,15,15,0
98349,55164,72530,649.76,1057.94,673.52,99.6,0.0708,0.990,0.681,0.065,1,3,1,0,0,0,0,1,81.3,95.6,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6908,92.6,1,4871,0,15,15,0
98369,55159,72526,679.74,1080.98,678.13,99.6,0.0720,0.990,0.680,0.063,1,3,1,0,0,0,0,1,81.3,95.7,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6897,92.6,1,4872,0,15,15,0
98389,55143,72523,701.54,1082.95,678.52,99.7,0.0731,0.990,0.680,0.061,1,3,1,0,0,0,0,1,81.3,95.8,65.0,45.0,0,1,82.6,1,0,0,0.0,740,0.406,0.529,0.6889,92.7,1,4873,0,15,15,0
98409,55111,72501,680.85,1061.53,678.52,99.7,0.0742,0.991,0.679,0.060,1,3,1,0,1,1,740,1,89.1,95.9,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6878,92.7,1,4874,0,15,15,0
98429,55140,72475,634.37,992.39,678.52,99.7,0.0750,0.991,0.679,0.058,1,3,1,0,0,0,0,1,89.1,96.0,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6868,92.7,1,4875,0,15,15,0
98449,55150,72490,578.68,888.89,678.52,99.7,0.0757,0.991,0.679,0.056,1,3,1,0,0,0,0,1,89.1,96.2,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6861,92.7,1,4876,0,15,15,0
98469,55131,72476,522.34,758.20,678.52,99.7,0.0762,0.991,0.679,0.054,1,3,1,0,0,0,0,1,89.1,96.3,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6859,92.8,1,4877,0,15,15,0
98489,55142,72481,473.14,635.38,678.52,99.7,0.0766,0.991,0.680,0.053,1,3,1,0,0,0,0,1,89.1,96.4,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6861,92.8,1,4878,0,15,15,0
98509,55143,72474,429.85,520.46,678.52,99.7,0.0769,0.991,0.681,0.051,1,3,1,0,0,0,0,1,89.1,96.5,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6868,92.8,1,4879,0,15,15,0
98529,55134,72513,391.44,427.48,678.52,99.7,0.0770,0.991,0.682,0.050,1,3,1,0,0,0,0,1,89.1,96.6,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6875,92.8,1,4880,0,15,15,0
98549,55134,72472,342.19,342.72,678.52,99.7,0.0772,0.991,0.683,0.048,1,3,1,0,0,0,0,1,89.1,96.7,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6883,92.8,1,4881,0,15,15,0
98569,55128,72468,292.66,267.25,678.52,99.7,0.0772,0.990,0.684,0.047,1,3,1,0,0,0,0,1,89.1,96.8,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6890,92.8,1,4882,0,15,15,0
98589,55122,72484,236.45,203.64,678.52,99.7,0.0773,0.990,0.684,0.046,1,3,1,0,0,0,0,1,89.1,96.8,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6896,92.8,1,4883,0,15,15,0
98609,55159,72476,183.64,157.44,678.52,99.7,0.0773,0.990,0.685,0.045,1,3,1,0,0,0,0,1,89.1,96.9,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6900,92.8,1,4884,0,15,15,0
98629,55128,72500,138.33,134.39,678.52,99.7,0.0774,0.990,0.685,0.043,1,3,1,0,0,0,0,1,89.1,97.0,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.406,0.529,0.6903,92.8,1,4885,0,15,15,0
98649,55126,72458,101.46,110.91,678.52,99.7,0.0774,0.990,0.685,0.042,1,3,1,0,0,0,0,1,89.1,97.1,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.401,0.529,0.6906,92.8,1,4886,0,15,15,0
98669,55142,72479,72.53,93.29,678.52,99.7,0.0774,0.990,0.685,0.041,1,3,1,0,0,0,0,1,89.1,97.2,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.401,0.505,0.6909,92.8,1,4887,0,15,15,0
98689,55126,72484,46.69,79.10,678.52,99.7,0.0775,0.990,0.685,0.040,1,3,1,0,0,0,0,1,89.1,97.2,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.401,0.501,0.6911,92.8,1,4888,0,15,15,0
98709,55140,72495,51.54,74.07,678.52,99.7,0.0775,0.990,0.685,0.039,1,3,1,0,0,0,0,1,89.1,97.3,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.325,0.420,0.6914,92.7,1,4889,0,15,15,0
98729,55111,72501,41.53,87.70,678.52,99.7,0.0775,0.990,0.685,0.038,1,3,1,0,0,0,0,1,89.1,97.4,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.325,0.420,0.6916,92.7,1,4890,0,15,15,0
98749,55118,72483,11.62,105.32,678.52,99.7,0.0775,0.990,0.685,0.037,1,3,1,0,0,0,0,1,89.1,97.5,65.0,45.0,0,1,82.3,1,0,0,0.0,740,0.325,0.420,0.6918,92.7,1,4891,0,15,15,0
