ts_ms,red,ir,red_f,ir_f,thr,quality,pi,corr,gain,gain_dev,optical_ok,state,quiet_ok,motion,candidate,beat,ibi_ms,polarity,temporal_conf,morph_conf,min_temporal,min_morph,reject,recovered_n,hr,hr_valid,hr_provisional,hr_held,hr_provisional_bpm,ref_ibi_ms,red_range_pct,ir_range_pct,R,SpO2,usable,stableN,adc,redPA,irPA,adj
127329,57189,76991,1264.11,-683.28,1819.88,86.6,0.2162,0.617,0.443,0.030,1,1,0,1,0,0,0,0,0.0,71.8,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.776,0.643,0.6267,93.4,1,6320,0,15,15,0
127349,57211,77043,1265.52,-477.03,1819.88,86.6,0.2161,0.616,0.445,0.029,1,1,0,1,0,0,0,0,0.0,71.7,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.815,0.643,0.6267,93.4,1,6321,0,15,15,0
127369,57214,77096,1280.89,-233.61,1819.88,86.6,0.2161,0.616,0.447,0.028,1,1,0,1,0,0,0,0,0.0,71.8,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.820,0.665,0.6267,93.4,1,6322,0,15,15,0
127389,57227,77133,1286.28,54.64,1819.88,86.6,0.2163,0.617,0.449,0.028,1,1,0,1,0,0,0,0,0.0,71.9,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.842,0.713,0.6267,93.4,1,6323,0,15,15,0
127409,57246,77132,1291.17,358.52,1819.88,86.7,0.2166,0.619,0.452,0.027,1,1,0,1,0,0,0,0,0.0,72.1,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.876,0.712,0.6267,93.4,1,6324,0,15,15,0
127429,57231,77148,1283.05,613.99,1819.88,86.7,0.2170,0.621,0.456,0.027,1,1,0,1,0,0,0,0,0.0,72.3,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.875,0.725,0.6267,93.4,1,6325,0,15,15,0
127449,57248,77144,1278.43,812.97,1819.88,86.9,0.2175,0.624,0.459,0.027,1,1,0,1,0,0,0,0,0.0,72.5,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.879,0.705,0.6267,93.4,1,6326,0,15,15,0
127469,57256,77123,1259.93,943.83,1819.88,87.0,0.2180,0.628,0.463,0.027,1,1,0,1,0,0,0,0,0.0,72.8,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.880,0.687,0.6267,93.4,1,6327,0,15,15,0
127489,57226,77081,1218.93,982.48,1819.88,87.1,0.2180,0.632,0.467,0.028,1,1,0,1,0,0,0,0,0.0,73.1,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.875,0.687,0.6267,93.4,1,6328,0,15,15,0
127509,57172,77012,1115.89,904.31,1819.88,87.3,0.2173,0.636,0.474,0.028,1,1,0,1,0,0,0,0,0.0,73.4,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.875,0.664,0.6267,93.4,1,6329,0,15,15,0
127529,57120,76935,887.23,681.32,1819.88,87.4,0.2151,0.640,0.482,0.029,1,1,0,1,0,0,0,0,0.0,73.6,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.875,0.664,0.6267,93.4,1,6330,0,15,15,0
127549,57092,76897,531.61,315.16,1819.88,87.5,0.2113,0.643,0.492,0.031,1,1,0,1,0,0,0,0,0.0,73.7,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.850,0.625,0.6267,93.4,1,6331,0,15,15,0
127569,57073,76866,114.07,-116.45,1819.88,87.6,0.2056,0.645,0.506,0.033,1,1,0,1,0,0,0,0,0.0,73.7,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.818,0.586,0.6267,93.4,1,6332,0,15,15,0
127589,57047,76809,-309.41,-558.50,1819.88,87.6,0.1983,0.647,0.524,0.036,1,1,0,1,0,0,0,0,0.0,73.7,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.785,0.549,0.6267,93.4,1,6333,0,15,15,0
127609,57007,76735,-723.55,-1017.37,1819.88,87.8,0.1900,0.650,0.548,0.041,1,1,0,1,0,0,0,0,0.0,73.6,65.0,45.0,9,1,78.9,0,0,1,0.0,760,0.752,0.537,0.6267,93.4,1,6334,0,15,15,0
127629,56931,76662,-1144.53,-1511.17,1783.73,88.0,0.1813,0.656,0.578,0.047,1,1,0,1,0,0,0,0,0.0,73.7,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.732,0.632,0.6267,93.4,1,6335,0,15,15,0
127649,56900,76577,-1638.38,-2035.57,1716.54,88.3,0.1731,0.666,0.615,0.054,1,1,0,1,0,0,0,0,0.0,74.0,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.732,0.742,0.6267,93.4,1,6336,0,15,15,0
127669,56896,76542,-2134.89,-2594.79,1622.75,88.9,0.1661,0.682,0.659,0.064,1,1,0,1,0,0,0,0,0.0,74.6,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.675,0.788,0.6267,93.4,1,6337,0,15,15,0
127689,56893,76522,-2551.28,-3112.61,1495.69,89.6,0.1611,0.703,0.707,0.076,1,1,0,1,0,0,0,0,0.0,75.4,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.654,0.814,0.6267,93.4,1,6338,0,15,15,0
127709,56902,76525,-2854.12,-3534.54,1340.87,90.4,0.1585,0.726,0.752,0.090,1,1,0,1,0,0,0,0,0.0,76.2,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.641,0.814,0.6267,93.4,1,6339,0,15,15,0
127729,56891,76527,-3048.72,-3825.27,1329.95,91.2,0.1584,0.749,0.788,0.105,1,1,0,1,0,0,0,0,0.0,77.0,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.640,0.814,0.6267,93.4,1,6340,0,15,15,0
127749,56871,76518,-3149.18,-3986.55,1362.21,91.9,0.1603,0.769,0.812,0.120,1,1,0,1,0,0,0,0,0.0,77.5,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.675,0.819,0.6267,93.4,1,6341,0,15,15,0
127769,56853,76529,-3206.17,-4033.48,1371.60,92.5,0.1634,0.785,0.825,0.135,1,1,0,1,0,0,0,0,0.0,77.7,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.706,0.819,0.6267,93.4,1,6342,0,15,15,0
127789,56857,76535,-3234.91,-3988.14,1371.60,92.9,0.1670,0.796,0.830,0.148,1,1,0,1,0,0,0,0,0.0,77.7,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.706,0.819,0.6267,93.4,1,6343,0,15,15,0
127809,56846,76559,-3226.94,-3867.71,1371.60,93.1,0.1704,0.804,0.831,0.160,1,1,0,1,0,0,0,0,0.0,77.5,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.718,0.820,0.6267,93.4,1,6344,0,15,15,0
127829,56857,76562,-3169.47,-3666.86,1371.60,93.3,0.1732,0.809,0.831,0.170,1,1,0,1,0,0,0,0,0.0,77.3,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.718,0.820,0.6267,93.4,1,6345,0,15,15,0
127849,56858,76606,-3071.92,-3424.90,1371.60,93.4,0.1749,0.812,0.832,0.178,1,1,0,1,0,0,0,0,0.0,77.0,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.718,0.820,0.6267,93.4,1,6346,0,15,15,0
127869,56862,76610,-2942.77,-3110.90,1371.60,93.5,0.1755,0.814,0.835,0.185,1,1,0,1,0,0,0,0,0.0,76.7,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.719,0.820,0.6267,93.4,1,6347,0,15,15,0
127889,56824,76604,-2792.78,-2784.52,1371.60,93.5,0.1750,0.814,0.840,0.190,1,1,0,1,0,0,0,0,0.0,76.3,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.757,0.820,0.6267,93.4,1,6348,0,15,15,0
127909,56800,76591,-2691.72,-2477.26,1371.60,93.5,0.1734,0.814,0.848,0.195,1,1,0,1,0,0,0,0,0.0,76.0,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.799,0.820,0.6267,93.4,1,6349,0,15,15,0
127929,56799,76601,-2643.16,-2203.06,1371.60,93.5,0.1709,0.814,0.860,0.200,1,1,0,1,0,0,0,0,0.0,75.6,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.801,0.820,0.6267,93.4,1,6350,0,15,15,0
127949,56809,76597,-2597.56,-1966.32,1371.60,93.5,0.1677,0.813,0.875,0.205,1,1,0,1,0,0,0,0,0.0,75.3,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.801,0.820,0.6267,93.4,1,6351,0,15,15,0
127969,56783,76600,-2536.13,-1755.89,1363.77,93.4,0.1640,0.813,0.893,0.209,1,1,0,1,0,0,0,0,0.0,74.9,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.829,0.820,0.6267,93.4,1,6352,0,15,15,0
127989,56737,76592,-2480.86,-1573.13,1336.91,93.4,0.1600,0.812,0.913,0.214,1,1,0,1,0,0,0,0,0.0,74.6,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.910,0.820,0.6267,93.4,1,6353,0,15,15,0
128009,56705,76546,-2493.97,-1418.69,1286.25,93.4,0.1561,0.812,0.935,0.220,1,1,0,1,0,0,0,0,0.0,74.2,65.0,45.0,9,1,0.0,0,0,0,0.0,760,0.966,0.820,0.6267,93.4,1,6354,0,15,15,0
128029,56667,76529,-2564.78,-1344.77,1221.35,93.4,0.1525,0.813,0.958,0.225,1,0,0,1,0,0,0,0,0.0,73.9,65.0,45.0,0,1,78.9,0,0,0,0.0,760,1.033,0.820,0.6267,93.4,1,6355,0,15,15,0
128049,56644,76526,-2690.06,-1322.27,1138.59,93.5,0.1495,0.813,0.980,0.232,1,0,0,1,0,0,0,0,0.0,73.5,65.0,45.0,0,1,78.9,0,0,0,0.0,760,1.074,0.821,0.6267,93.4,1,6356,0,15,15,0
128069,56634,76530,-2831.66,-1308.93,1065.77,93.5,0.1471,0.813,1.001,0.238,1,0,0,1,0,0,0,0,0.0,73.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.091,0.821,0.6267,93.4,1,6357,0,15,15,0
128089,56631,76533,-2946.34,-1284.82,1065.77,93.5,0.1454,0.813,1.018,0.244,1,0,0,1,0,0,0,0,0.0,72.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.097,0.821,0.6267,93.4,1,6358,0,15,15,0
128109,56639,76555,-3000.90,-1240.76,1065.77,93.4,0.1443,0.813,1.032,0.250,1,0,0,1,0,0,0,0,0.0,72.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.097,0.821,0.6267,93.4,1,6359,0,15,15,0
128129,56639,76566,-2980.76,-1150.82,1065.77,93.4,0.1438,0.812,1.041,0.256,1,0,0,1,0,0,0,0,0.0,71.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.097,0.821,0.6267,93.4,1,6360,0,15,15,0
128149,56651,76585,-2899.88,-1026.72,1065.77,93.4,0.1435,0.810,1.047,0.261,1,0,0,1,0,0,0,0,0.0,71.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.097,0.821,0.6267,93.4,1,6361,0,15,15,0
128169,56668,76614,-2751.65,-868.69,1065.77,93.3,0.1434,0.808,1.048,0.264,1,0,0,1,0,0,0,0,0.0,70.9,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.097,0.821,0.6267,93.4,1,6362,0,15,15,0
128189,56693,76652,-2535.43,-669.88,1065.77,93.1,0.1435,0.804,1.044,0.266,1,0,0,1,0,0,0,0,0.0,70.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6363,0,15,15,0
128209,56740,76703,-2248.38,-423.43,1065.77,92.9,0.1436,0.798,1.035,0.267,1,0,0,1,0,0,0,0,0.0,70.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6364,0,15,15,0
128229,56774,76734,-1862.65,-118.60,1065.77,92.7,0.1437,0.792,1.023,0.266,1,0,0,1,0,0,0,0,0.0,69.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6365,0,15,15,0
128249,56798,76757,-1408.63,210.48,1065.77,92.5,0.1438,0.785,1.008,0.263,1,0,0,1,0,0,0,0,0.0,69.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6366,0,15,15,0
128269,56809,76779,-931.14,532.32,1065.77,92.2,0.1441,0.778,0.992,0.259,1,0,0,1,0,0,0,0,0.0,69.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6367,0,15,15,0
128289,56823,76801,-479.93,830.61,1065.77,92.0,0.1445,0.772,0.977,0.253,1,0,0,1,0,0,0,0,0.0,68.9,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6368,0,15,15,0
128309,56843,76836,-70.25,1099.13,1065.77,91.9,0.1451,0.768,0.963,0.245,1,0,0,1,0,0,0,0,0.0,69.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.098,0.821,0.6267,93.4,1,6369,0,15,15,0
128329,56865,76866,304.69,1354.38,1077.57,91.8,0.1460,0.764,0.951,0.237,1,0,0,1,0,0,0,0,0.0,69.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.821,0.6267,93.4,1,6370,0,15,15,0
128349,56886,76888,652.70,1595.60,1125.81,91.7,0.1473,0.763,0.940,0.228,1,0,0,1,0,0,0,0,0.0,69.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.821,0.6267,93.4,1,6371,0,15,15,0
128369,56911,76937,975.62,1811.20,1168.94,91.7,0.1489,0.762,0.929,0.219,1,0,0,1,0,0,0,0,0.0,70.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.821,0.6267,93.4,1,6372,0,15,15,0
128389,56945,76975,1281.80,2034.02,1213.50,91.7,0.1509,0.762,0.920,0.209,1,0,0,1,0,0,0,0,0.0,71.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.821,0.6267,93.4,1,6373,0,15,15,0
128409,56970,77000,1590.15,2259.04,1258.50,91.7,0.1532,0.764,0.911,0.199,1,0,0,1,0,0,0,0,0.0,71.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.821,0.6267,93.4,1,6374,0,15,15,0
128429,56985,77016,1888.48,2463.89,1299.47,91.8,0.1557,0.767,0.903,0.189,1,0,0,1,0,0,0,0,0.0,72.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.816,0.6267,93.4,1,6375,0,15,15,0
128449,57009,77068,2152.00,2628.04,1332.30,91.9,0.1583,0.770,0.896,0.179,1,0,0,1,0,0,0,0,0.0,73.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.099,0.789,0.6267,93.4,1,6376,0,15,15,0
128469,57012,77085,2389.13,2795.29,1365.75,92.1,0.1611,0.774,0.889,0.169,1,0,0,1,0,0,0,0,0.0,74.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.046,0.739,0.6267,93.4,1,6377,0,15,15,0
128489,57042,77101,2566.59,2934.06,1393.51,92.2,0.1641,0.778,0.883,0.159,1,0,0,1,0,0,0,0,0.0,75.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.952,0.760,0.6267,93.4,1,6378,0,15,15,0
128509,57045,77090,2726.30,3017.84,1410.26,92.4,0.1671,0.783,0.879,0.149,1,0,0,1,0,0,0,0,0.0,76.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.860,0.760,0.6267,93.4,1,6379,0,15,15,0
128529,57034,77021,2831.80,3036.06,1413.91,92.6,0.1700,0.789,0.875,0.140,1,0,0,1,0,0,0,0,0.0,77.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.811,0.760,0.6267,93.4,1,6380,0,15,15,0
128549,57021,76941,2860.40,2901.28,1413.91,92.8,0.1726,0.794,0.874,0.131,1,0,0,1,0,0,0,0,0.0,78.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.778,0.760,0.6267,93.4,1,6381,0,15,15,0
128569,56987,76838,2804.60,2586.97,1413.91,92.9,0.1746,0.798,0.874,0.123,1,0,0,1,0,0,0,0,0.0,79.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.732,0.760,0.6267,93.4,1,6382,0,15,15,0
128589,56941,76702,2636.17,2081.11,1413.91,93.0,0.1758,0.801,0.876,0.115,1,0,0,1,0,0,0,0,0.0,80.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.760,0.6267,93.4,1,6383,0,15,15,0
128609,56949,76614,2354.45,1367.92,1413.91,93.1,0.1763,0.802,0.879,0.108,1,0,0,1,0,0,0,0,0.0,80.9,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.760,0.6267,93.4,1,6384,0,15,15,0
128629,56972,76598,2047.05,542.92,1413.91,93.0,0.1763,0.801,0.880,0.102,1,0,0,1,0,0,0,0,0.0,81.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.760,0.6267,93.4,1,6385,0,15,15,0
128649,56975,76569,1797.60,-234.02,1413.91,92.9,0.1762,0.798,0.878,0.096,1,0,0,1,0,0,0,0,0.0,81.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.760,0.6267,93.4,1,6386,0,15,15,0
128669,56939,76462,1592.10,-914.82,1413.91,92.7,0.1762,0.791,0.872,0.090,1,0,0,1,0,0,0,0,0.0,81.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.833,0.6267,93.4,1,6387,0,15,15,0
128689,56934,76376,1360.56,-1591.71,1413.91,92.4,0.1767,0.782,0.861,0.084,1,0,0,1,0,0,0,0,0.0,81.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.945,0.6267,93.4,1,6388,0,15,15,0
128709,56924,76338,1130.97,-2267.81,1413.91,92.0,0.1778,0.770,0.843,0.078,1,0,0,1,0,0,0,0,0.0,80.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,0.995,0.6267,93.4,1,6389,0,15,15,0
128729,56926,76308,911.12,-2873.22,1413.91,91.5,0.1796,0.756,0.820,0.074,1,0,0,1,0,0,0,0,0.0,79.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,1.034,0.6267,93.4,1,6390,0,15,15,0
128749,56925,76316,717.35,-3362.26,1413.91,90.9,0.1821,0.740,0.792,0.072,1,0,0,1,0,0,0,0,0.0,78.5,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,1.034,0.6267,93.4,1,6391,0,15,15,0
128769,56960,76378,557.82,-3698.91,1413.91,90.3,0.1849,0.723,0.762,0.072,1,0,0,1,0,0,0,0,0.0,77.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,1.034,0.6267,93.4,1,6392,0,15,15,0
128789,57009,76478,491.73,-3804.36,1413.91,89.7,0.1877,0.707,0.735,0.074,1,0,0,1,0,0,0,0,0.0,75.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,1.034,0.6267,93.4,1,6393,0,15,15,0
128809,57029,76560,556.84,-3628.53,1413.91,89.2,0.1900,0.693,0.711,0.078,1,0,0,1,0,0,0,0,0.0,74.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.728,1.034,0.6267,93.4,1,6394,0,15,15,0
128829,57050,76615,695.84,-3218.26,1413.91,88.8,0.1914,0.680,0.694,0.082,1,0,0,1,0,0,0,0,0.0,73.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.737,1.034,0.6267,93.4,1,6395,0,15,15,0
128849,57052,76617,874.74,-2667.24,1413.91,88.5,0.1920,0.670,0.681,0.087,1,0,0,1,0,0,0,0,0.0,72.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.740,1.034,0.6267,93.4,1,6396,0,15,15,0
128869,57085,76672,1037.58,-2110.50,1413.91,88.2,0.1919,0.662,0.673,0.092,1,0,0,1,0,0,0,0,0.0,71.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.798,1.034,0.6267,93.4,1,6397,0,15,15,0
128889,57136,76762,1218.14,-1537.96,1413.91,88.0,0.1915,0.656,0.669,0.097,1,0,0,1,0,0,0,0,0.0,70.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.888,1.034,0.6267,93.4,1,6398,0,15,15,0
128909,57201,76841,1457.95,-906.45,1413.91,87.8,0.1907,0.651,0.667,0.101,1,0,0,1,0,0,0,0,0.0,69.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.002,1.034,0.6267,93.4,1,6399,0,15,15,0
128929,57255,76904,1787.68,-228.05,1413.91,87.7,0.1900,0.648,0.668,0.104,1,0,0,1,0,0,0,0,0.0,69.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.097,1.034,0.6267,93.4,1,6400,0,15,15,0
128949,57287,76982,2182.92,457.24,1413.91,87.7,0.1894,0.647,0.671,0.106,1,0,0,1,0,0,0,0,0.0,69.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.153,1.034,0.6267,93.4,1,6401,0,15,15,0
128969,57321,77042,2580.03,1145.33,1413.91,87.7,0.1893,0.649,0.676,0.108,1,0,0,1,0,0,0,0,0.0,69.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.212,1.034,0.6267,93.4,1,6402,0,15,15,0
128989,57343,77082,2952.10,1803.06,1413.91,87.8,0.1899,0.652,0.683,0.108,1,0,0,1,0,0,0,0,0.0,69.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.251,1.034,0.6267,93.4,1,6403,0,15,15,0
129009,57376,77165,3266.15,2387.89,1413.91,88.0,0.1913,0.658,0.690,0.108,1,0,0,1,0,0,0,0,0.0,69.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.308,1.117,0.6267,93.4,1,6404,0,15,15,0
129029,57402,77227,3533.57,2944.78,1413.91,88.3,0.1939,0.666,0.696,0.107,1,0,0,1,0,0,0,0,0.0,70.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.354,1.197,0.6267,93.4,1,6405,0,15,15,0
129049,57446,77285,3750.12,3462.02,1499.10,88.7,0.1976,0.676,0.702,0.105,1,0,0,1,0,0,0,0,0.0,71.3,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.431,1.273,0.6267,93.4,1,6406,0,15,15,0
129069,57466,77354,3951.28,3929.74,1592.64,89.1,0.2025,0.688,0.708,0.102,1,0,0,1,0,0,0,0,0.0,72.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.465,1.362,0.6267,93.4,1,6407,0,15,15,0
129089,57450,77332,4079.11,4331.28,1672.95,89.5,0.2082,0.701,0.712,0.100,1,0,0,1,0,0,0,0,0.0,73.6,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.451,1.362,0.6267,93.4,1,6408,0,15,15,0
129109,57450,77316,4111.86,4602.24,1727.14,90.0,0.2143,0.714,0.716,0.096,1,0,0,1,0,0,0,0,0.0,74.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.450,1.362,0.6267,93.4,1,6409,0,15,15,0
129129,57443,77273,4053.90,4711.12,1748.92,90.4,0.2204,0.727,0.719,0.093,1,0,0,1,0,0,0,0,0.0,76.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.429,1.361,0.6267,93.4,1,6410,0,15,15,0
129149,57403,77229,3907.88,4631.41,1748.92,90.8,0.2259,0.738,0.722,0.090,1,0,0,1,0,0,0,0,0.0,77.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.399,1.361,0.6267,93.4,1,6411,0,15,15,0
129169,57352,77192,3629.44,4379.21,1748.92,91.2,0.2306,0.748,0.724,0.086,1,0,0,1,0,0,0,0,0.0,78.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.355,1.361,0.6267,93.4,1,6412,0,15,15,0
129189,57334,77146,3202.73,3997.94,1748.92,91.5,0.2343,0.757,0.727,0.082,1,0,0,1,0,0,0,0,0.0,79.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.272,1.361,0.6267,93.4,1,6413,0,15,15,0
129209,57269,77072,2706.55,3515.64,1748.92,91.7,0.2369,0.763,0.728,0.079,1,0,0,1,0,0,0,0,0.0,79.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.212,1.361,0.6267,93.4,1,6414,0,15,15,0
129229,57226,76990,2103.19,2925.58,1748.92,91.9,0.2386,0.768,0.730,0.075,1,0,0,1,0,0,0,0,0.0,80.5,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.170,1.361,0.6267,93.4,1,6415,0,15,15,0
129249,57157,76937,1438.56,2235.79,1748.92,92.0,0.2394,0.772,0.731,0.072,1,0,0,1,0,0,0,0,0.0,81.0,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.151,1.361,0.6267,93.4,1,6416,0,15,15,0
129269,57104,76862,700.04,1509.63,1748.92,92.1,0.2397,0.775,0.733,0.068,1,0,0,1,0,0,0,0,0.0,81.4,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.126,1.361,0.6267,93.4,1,6417,0,15,15,0
129289,57043,76801,-70.49,755.81,1748.92,92.2,0.2396,0.777,0.734,0.065,1,0,0,1,0,0,0,0,0.0,81.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.091,1.361,0.6267,93.4,1,6418,0,15,15,0
129309,57040,76750,-858.01,8.01,1748.92,92.2,0.2395,0.778,0.736,0.061,1,0,0,1,0,0,0,0,0.0,82.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.052,1.361,0.6267,93.4,1,6419,0,15,15,0
129329,57039,76729,-1541.64,-700.21,1748.92,92.3,0.2395,0.780,0.739,0.058,1,0,0,1,0,0,0,0,0.0,82.5,65.0,45.0,5,1,78.9,0,0,0,0.0,760,1.015,1.361,0.6267,93.4,1,6420,0,15,15,0
129349,57009,76698,-2077.14,-1313.96,1748.92,92.4,0.2398,0.782,0.743,0.055,1,0,0,1,0,0,0,0,0.0,82.8,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.972,1.361,0.6267,93.4,1,6421,0,15,15,0
129369,56993,76668,-2515.21,-1832.11,1748.92,92.4,0.2404,0.784,0.748,0.051,1,0,0,1,0,0,0,0,0.0,83.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.949,1.361,0.6267,93.4,1,6422,0,15,15,0
129389,56987,76666,-2861.06,-2261.72,1748.92,92.5,0.2414,0.786,0.753,0.048,1,0,0,1,0,0,0,0,0.0,83.7,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.949,1.361,0.6267,93.4,1,6423,0,15,15,0
129409,56981,76657,-3108.68,-2576.86,1748.92,92.6,0.2426,0.789,0.758,0.044,1,0,0,1,0,0,0,0,0.0,84.1,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.949,1.361,0.6267,93.4,1,6424,0,15,15,0
129429,56960,76632,-3267.37,-2789.88,1748.92,92.7,0.2439,0.792,0.763,0.041,1,0,0,1,0,0,0,0,0.0,84.5,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.949,1.361,0.6267,93.4,1,6425,0,15,15,0
129449,56945,76628,-3379.03,-2939.87,1748.92,92.8,0.2452,0.794,0.768,0.039,1,0,0,1,0,0,0,0,0.0,84.9,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.949,1.361,0.6267,93.4,1,6426,0,15,15,0
129469,56915,76636,-3455.29,-3016.76,1748.92,92.9,0.2465,0.797,0.773,0.037,1,0,0,1,0,0,0,0,0.0,85.2,65.0,45.0,5,1,78.9,0,0,0,0.0,760,0.965,1.361,0.6267,93.4,1,6427,0,15,15,0
